Movie Name,Rating,Year,Director,Genre,Summary,Genre List,Writers,User Reviews,URL,Cast 1,Cast 2
Anjaam Pathiraa,7.9,1958,Satyajit Ray,Drama,"Depicts end days decadent zamindar ( landlord ) Bengal , efforts uphold family prestige even faced economic adversity .","Drama, Music",Tarashankar Banerjee,42,https://www.imdb.com/title/tt0051792/?ref_=fea_eds_center-3_IndiaTop250_221,Chhabi Biswas,Gangapada Basu
The Music Room,7.8,2012,Gauri Shinde,Comedy,"A quiet , sweet tempered housewife endures small slights well-educated husband daughter every day inability speak understand English .","Comedy, Drama, Family",Gauri Shinde,148,https://www.imdb.com/title/tt2181931/?ref_=fea_eds_center-3_IndiaTop250_222,Sridevi,Adil Hussain
English Vinglish,7.9,2017,Sandeep Reddy Vanga,Action,"Arjun Reddy , short-tempered house surgeon , gets used drugs drinks girlfriend forced marry another person .","Action, Drama, Romance",Sandeep Reddy Vanga,150,https://www.imdb.com/title/tt7294534/?ref_=fea_eds_center-3_IndiaTop250_223,Vijay Deverakonda,Shalini Pandey
Arjun Reddy,7.9,2007,Sriram Raghavan,Crime,"Police officers recount tale missing money results lies , deceit , betrayal death .","Crime, Drama, Thriller",Vinay Choudary,74,https://www.imdb.com/title/tt1077248/?ref_=fea_eds_center-3_IndiaTop250_224,Dharmendra,Rimi Sen
Johnny Gaddaar,7.9,2006,Nagesh Kukunoor,Drama,"Two woman -- different backgrounds , miles apart , strangers -- linked tragedy . Their new-found friendship tested one holds fate 's husband ... Read",Drama,Nagesh Kukunoor,51,https://www.imdb.com/title/tt0824316/?ref_=fea_eds_center-3_IndiaTop250_225,Ayesha Takia,Shreyas Talpade
Dor,8.1,2024,Amit Ravindernath Sharma,Biography,"Inspired Indian national football team coach manager Syed Abdul Rahim , regarded architect Indian football .","Biography, Drama, History",Akash Chawla,150,https://www.imdb.com/title/tt10869778/?ref_=fea_eds_center-3_IndiaTop250_226,Ajay Devgn,Priyamani
Maidaan,7.8,2004,Farhan Akhtar,Action,"An aimless , jobless , irresponsible grown man joins army matures battlefield hero .","Action, Drama, Romance",Javed Akhtar,105,https://www.imdb.com/title/tt0323013/?ref_=fea_eds_center-3_IndiaTop250_227,Hrithik Roshan,Preity G Zinta
Lakshya,8,2006,Puri Jagannadh,Action,A money-minded criminal deal two rival gangs well evil cop threatening girlfriend .,"Action, Crime, Thriller",Puri Jagannadh,24,https://www.imdb.com/title/tt0816258/?ref_=fea_eds_center-3_IndiaTop250_228,Mahesh Babu,Ileana D'Cruz
Pokiri,7.9,2024,Jithu Madhavan,Action,Three teenagers reach Bangalore engineering degree gets involved fight seniors . They find local gangster named Ranga help take revenge .,"Action, Comedy",Jithu Madhavan,100,https://www.imdb.com/title/tt26660021/?ref_=fea_eds_center-3_IndiaTop250_229,Fahadh Faasil,Hipzster
Aavesham,8,2003,Gautham Vasudev Menon,Action,"After police team kills brother , drug-dealing gangster vows kill entire team respective families .","Action, Crime, Drama",Morgan Anthony,15,https://www.imdb.com/title/tt0375878/?ref_=fea_eds_center-3_IndiaTop250_230,Suriya,Jyotika
Kaakha Kaakha,7.9,2016,Raja Menon,Action,"When Iraq invades Kuwait August 1990 , callous Indian businessman becomes spokesperson 170,000 stranded countrymen .","Action, Drama, History",Raja Menon,214,https://www.imdb.com/title/tt4387040/?ref_=fea_eds_center-3_IndiaTop250_231,Akshay Kumar,Nimrat Kaur
Airlift,7.9,1970,Raj Kapoor,Comedy,"Raju joker , clown . It always shall . As life story unfolds three chapters , school days circus streets , must always make pe ... Read","Comedy, Drama",Khwaja Ahmad Abbas,29,https://www.imdb.com/title/tt0066070/?ref_=fea_eds_center-3_IndiaTop250_232,Raj Kapoor,Manoj Kumar
Mera Naam Joker,8,2003,Gunasekhar,Action,A Kabbadi player rescues young woman unwanted marriage hides home .,"Action, Drama, Romance",Gunasekhar,15,https://www.imdb.com/title/tt0366840/?ref_=fea_eds_center-3_IndiaTop250_233,Mahesh Babu,Bhoomika Chawla
Okkadu,7.9,2006,Gautham Vasudev Menon,Action,"A Police Officer investigates series brutal rapes murders , culprits seeming cover one country .","Action, Crime, Drama",Dasaradh,39,https://www.imdb.com/title/tt0455829/?ref_=fea_eds_center-3_IndiaTop250_234,Kamal Haasan,Jyotika
Vettaiyaadu Vilaiyaadu,8.3,1999,Ezhil,Drama,"Kutty good-hearted soul , unfortunate incidents tend portray ruffian side whenever encounters girl loves . A bizarre incident brings closer yet keeps ap ... Read","Drama, Romance",Ezhil,20,https://www.imdb.com/title/tt1517561/?ref_=fea_eds_center-3_IndiaTop250_235,Joseph Vijay,Simran
Thulladha Manamum Thullum,8.1,2014,A.R. Murugadoss,Action,A case mistaken identity embroils escaped convict fight large corporation intent seizing village 's land .,"Action, Drama",A.R. Murugadoss,130,https://www.imdb.com/title/tt3801314/?ref_=fea_eds_center-3_IndiaTop250_236,Joseph Vijay,Samantha Ruth Prabhu
Kaththi,7.8,2003,Prakash Jha,Action,"An IPS officer motivates leads dysfunctional , corrupt police force Tezpur fight corrupt politician .","Action, Crime, Drama",Prakash Jha,23,https://www.imdb.com/title/tt0373856/?ref_=fea_eds_center-3_IndiaTop250_237,Ajay Devgn,Gracy Singh
Gangaajal,7.8,2013,Ritesh Batra,Drama,A mistaken delivery Mumbai 's famously efficient lunchbox delivery system connects young housewife older man dusk life build fantasy world together ... Read,"Drama, Romance",Ritesh Batra,262,https://www.imdb.com/title/tt2350496/?ref_=fea_eds_center-3_IndiaTop250_238,Irrfan Khan,Nimrat Kaur
The Lunchbox,8,2016,Vamshi Paidipally,Comedy,"Impressed carefree attitude , quadriplegic multi-billionaire Vikram hires convict parole caretaker . What follows string life lessons learn .","Comedy, Drama",Hari,21,https://www.imdb.com/title/tt5039054/?ref_=fea_eds_center-3_IndiaTop250_239,Nagarjuna Akkineni,Karthi
Oopiri,7.9,2013,Rosshan Andrrews,Crime,"ACP Antony one knows truth behind ACP Aaryan 's murder . Antony meets accident , losing memory unable reveal killer . He forced investigate th ... Read","Crime, Mystery, Thriller",Bobby,36,https://www.imdb.com/title/tt2924472/?ref_=fea_eds_center-3_IndiaTop250_240,Prithviraj Sukumaran,Jayasurya
Mumbai Police,7.8,2004,Yash Chopra,Drama,"`` Veer-Zaara '' saga love , separation , courage , sacrifice . A love story inspiration remain legend forever .","Drama, Family, Musical",Aditya Chopra,196,https://www.imdb.com/title/tt0420332/?ref_=fea_eds_center-3_IndiaTop250_241,Shah Rukh Khan,Preity G Zinta
Veer-Zaara,8,2014,Vikram K. Kumar,Comedy,"Through reincarnation , family members able cross generations meddle others ' lives .","Comedy, Drama, Fantasy",Harshavardhan,37,https://www.imdb.com/title/tt2926068/?ref_=fea_eds_center-3_IndiaTop250_242,Akkineni Nageswara Rao,Nagarjuna Akkineni
Manam,8,2009,Chakri Toleti,Action,A retiring police officer remembers thrilling case life recorded case files .,"Action, Crime, Drama",Kamal Haasan,14,https://www.imdb.com/title/tt1417299/?ref_=fea_eds_center-3_IndiaTop250_243,Kamal Haasan,Venkatesh Daggubati
Unnaipol Oruvan,8,2010,Sekhar Kammula,Drama,"A well educated idealist , son Political leader power wants correct rigged political system favors corruption . However , soon becomes game power . How wou ... Read",Drama,Sekhar Kammula,15,https://www.imdb.com/title/tt1613040/?ref_=fea_eds_center-3_IndiaTop250_244,Rana Daggubati,Richa Langella
Leader,7.9,2024,Aditya Suhas Jambhale,Action,"Ahead major constitutional decision , special agent Zooni Haksar tasked secret mission quell violence conflict-ridden region .","Action, Drama, Thriller",Aditya Dhar,192,https://www.imdb.com/title/tt30970235/?ref_=fea_eds_center-3_IndiaTop250_245,Yami Gautam,Mohan Agashe
Article 370,8,2010,K. Selvaraghavan,Action,"Anitha , government official , embarks journey find Chandramouli , archaeologist , went Vietnam search existence prince Chola dynasty .","Action, Adventure",Rishabh Purohit,69,https://www.imdb.com/title/tt1512888/?ref_=fea_eds_center-3_IndiaTop250_246,Karthi,Reema Sen
Ayirathil Oruvan,7.8,2004,Shimit Amin,Crime,"Sadhu , encounter specialist , armed personal vendetta find kill gangsters responsible wife 's death .","Crime, Drama",Sandeep Shrivastava,28,https://www.imdb.com/title/tt0402014/?ref_=fea_eds_center-3_IndiaTop250_247,Nana Patekar,Revathi
Ab Tak Chhappan,8.1,2023,Ganesh K. Babu,Drama,"A couple love , accidentally become teenage parents . Unpleasant situations make fall apart . Manikandan , left alone son , struggles single teenage father . Fate owns , b ... Read","Drama, Family, Romance",Ganesh K. Babu,38,https://www.imdb.com/title/tt25405130/?ref_=fea_eds_center-3_IndiaTop250_248,Kavin,Aparna Das
Dada,8.6,1996,Vikraman,Comedy,"When man realizes Hindu woman loves love Christian man , decides sacrifice love unite families make love story success .","Comedy, Drama, Romance",Vikraman,49,https://www.imdb.com/title/tt2325915/?ref_=fea_eds_center-3_IndiaTop250_249,Joseph Vijay,Sangeetha
Poove Unakkaga,8.6,1996,Vikraman,Comedy,"When man realizes Hindu woman loves love Christian man , decides sacrifice love unite families make love story success .","Comedy, Drama, Romance",Vikraman,49,https://www.imdb.com/title/tt2325915/?ref_=fea_eds_center-3_IndiaTop250_249,Joseph Vijay,Sangeetha
